,user_name,user_location,user_description,user_verified,date,text,hashtags,source
63,Boomer_Marx 🕊,"Milwaukee, WI",All mainstream media is bias and corporate owned.,False,2022-08-07 14:05:42+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
64,gloria holmes,,A student of life,False,2022-08-07 13:26:46+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPad
65,Andrew Thompson 🇺🇦🇦🇫🧡🕷🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,In Scotland #IStandWithUkraine,🇮🇪 immigrant. Planting 🌳 on a grouse moor near you. Food for future @scotsbeavers 🦫🦫 Tool of choice a ♠️ - sometimes a scythe. Born @ 313ppm - Now 421ppm,False,2022-08-07 13:25:54+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
66,Yvonne O'Donovan,"Sheffield,Notts,London, USA",writer and teacher of Artisan Business,False,2022-08-07 13:09:59+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
67,Sullivan St. Press,USA,Sullivan Street Press - Home of the New Publishing Paradigm,False,2022-08-07 11:22:26+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
68,G k,,,False,2022-08-07 11:17:48+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
69,Tess  Pierchorowicz,,,False,2022-08-07 10:46:29+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
70,Arseni Karp ▲,A cabin deep in the woods,I KNOW THE TRUTH some questions must be asked. bot maintained by @geology_rocks,False,2022-08-07 10:16:28+00:00,The NSA are robbing patriots with Mossad to put sterilants in our drinking water.  #GMOs,['GMOs'],ArseniKarp
71,Lieve Noels,"Antwerpen, België",Natural hairdresser Agni Yoga,False,2022-08-07 10:02:29+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
72,clawrence,"Keller,FtWorth,TX","Mom,Grandmom,RN,C,spouse for 50years!!,soccer mom, ASM & Scout mom, Wild horse lover, bird lover, Ocean/Cali girl forever!!!",False,2022-08-07 08:52:39+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
73,Sai Prashanth,"Hyderabad, India","Devotee of Mother Earth 🌍, Writer, Philosopher, Conscious Evolutionary.",False,2022-08-07 08:22:11+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
74,GENetwork,Est Jan 1997 to fight GMO's,The Genetic Engineering Network,False,2022-08-07 07:39:34+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
75,Mark Straw,"Ipswich, England","Fighting for truth and integrity. Informal learning specialist, Critical Race theorist - feeding the heart through a Pedagogy of Love",False,2022-08-07 07:17:51+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
76,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-07 07:09:17+00:00,Exclusive New Video Unveils Obama’s Promises to Fight Agribusiness and Label #GMOs - — Extra Extra — Medium https://t.co/bdyoDExZ9Z,['GMOs'],The Social Jukebox
77,GLORIA MARASCIULLO,"WALDPORT, OR",RWP 21st CENTURY WHERE BUSINESS MEETS SCIENCE! WE PROMOTE GREEN BUSINESSES INDUSTRIAL HEMP ORGANIC ORCHARDS E-V'S SOLAR/WIND HYDROELECTRIC POWER 619-454-2150,False,2022-08-07 06:42:36+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
78,Ysbryd PPFOB 🕊🦊🐝🌳🌗🦔🦡🦇,TreeHugger,"""There are more things in heaven and earth, Horatio,  Than are dreamt of in your philosophy.""  Hamlet (1.5.167-8), Shakespeare  ✨🌑  (painting: Carlo Crivelli)",False,2022-08-07 06:34:37+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
79,Dr Arun Gupta MD FIAP,Delhi,Pediatrician. Nutrition Advocacy in public Interest(NAPi).  Ultra-processed Foods. Policy. Conflicts of Interest. Hate the term ‘stakeholder’. @bpniindia,False,2022-08-07 06:16:47+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPhone
80,Aryavart,,"circular economy, organic farming, sustainable lifestyle,decentralisation, crypto, Investing, Entrepreneurship
https://t.co/3XRjEToMVI",False,2022-08-07 06:04:33+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
81,Yashwanth ⚡,⚡ India ,"Sustainable living🌴,#Bitcoin,⚡, @drvandanashiva🙏",False,2022-08-07 05:53:54+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
82,MsTree1,,"🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
🍀 I'm STILL Ashamed Of Yourselves! 🍀
🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀",False,2022-08-07 05:51:22+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
83,Nadine Bourgeois Dantas,,"Just a curious human ""You mustn't give up! We'll find a way! The Forest Spirit is with us. Go on planting the trees and someday we will beat them!"" Ghibli quote",False,2022-08-07 05:34:00+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
84,Carol Hoernlein,NJ,"Stormwater Civil Engineer, Recording Artist, Singer/Documentary Narrator, Former Food Process Engineer & Creator of food science website https://t.co/pNKJqW0geE",False,2022-08-07 05:27:59+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
85,NinGeko (Queue Work Underway),Canada,"24.5 | they/them | Freelancing Illustrator & Character Concept Artist | 🍁 🇰🇿 | Organized Multitasker

https://t.co/982L7rGl6R
https://t.co/hTtKhijtmd",False,2022-08-07 05:26:30+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
86,Secular Humanist Libertarian,,"Edmontonian/Albertan/Canadian.  I change my opinions based on better information.  Really!  Try it sometimes, it's really cool.",False,2022-08-07 05:26:11+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
87,Jean McClure #PeaceAndJustice,"Calgary, Alberta",🏳️‍🌈#BDS #FreeAssange #FreePress #FREEMUMIA #FreeLeonardPeltier #DefendTheRockies #LTCJustice #UniversalBasicIncome #HandsOffMyCPP #ImVaxxedAreYou,False,2022-08-07 05:23:20+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPad
88,💜 Robyn ⁷🌛☔️💎,Seattle,BTS ARMY since 8/2017!!! 🥰 Fan of creating a better world for everyone & stopping the 1% from destroying us and our planet!,False,2022-08-07 05:17:15+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for iPad
89,Empire Diaries,,"News Is Not What You Are Told But What You Are Not! 
Real Journalism Is Information Activism. 
Please Join. Creator Ratna @blowinindwind
https://t.co/5u2kpiI2Yu",False,2022-08-07 05:15:16+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter for Android
90,宮前ゆかり,,"Writer, Journalist, Translator, Researcher. 第四階級（＝司法、立法、行政の権力を監視する言論界）の責任と義務について検討してきました。メディアと市民運動について様々な論考を翻訳、執筆。元ナイトリッダー新聞社メディア研究員。TUPでも多くの作品を発表しています。",False,2022-08-07 05:14:31+00:00,"RT @drvandanashiva: Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy…","['plantbased', 'FakeFood']",Twitter Web App
91,Dr. Vandana Shiva,,,False,2022-08-07 05:12:06+00:00,"Nature’s food economy #plantbased since all life is sustained by green leaves of plants
 Industrial #FakeFood  economy based on Synthetic biology &amp; gene edited #GMOs intensifies harm to planet &amp; our health Industrial #plantbased lab food factories create #Biohazards #Biowaste https://t.co/ur8KjdxVXn","['plantbased', 'FakeFood']",Twitter for iPad
92,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-07 03:52:17+00:00,#GMOs Take a Moment &amp; Look at This Data: https://t.co/1Sod4zBIjT … They're $pending Millions to Keep YOU in the DARK,['GMOs'],The Social Jukebox
93,Mech Eng 🌱,UK,"Consultant - Medical Industry 

WFPB Cert

Eyes all my own :)",False,2022-08-06 23:00:03+00:00,RT @OrganicLiveFood: Did you know 80% of processed foods in US contain #chemicals banned in other countries: https://t.co/TVxWju4fak #addit…,['chemicals'],Twitter for Android
94,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-06 21:31:31+00:00,"NAT GEO Article Chemical Exposure Linked to Billions in #Health Care Costs: 
https://t.co/3zuPEeKosm #GMOs https://t.co/Sr4aQZGwNs","['Health', 'GMOs']",The Social Jukebox
95,Futatabi3_dailylife,Japan,日常&会話用アカウントです。美味しいもの、睡眠そして不思議なことに興味があります。どうでも良いことしか呟きません。 写真アカウントはこちら→@futatabi04,False,2022-08-06 21:18:57+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
96,Danyaahl Nazam,"Georgia, USA",,False,2022-08-06 19:53:29+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
97,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-06 19:53:21+00:00,"Death Threats, Libel, &amp; Lies – Part 3: License to Troll 
https://t.co/4IYsAB81d0  #GMOs  
Another Great Article via #GMWatch","['GMOs', 'GMWatch']",The Social Jukebox
98,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-06 19:39:26+00:00,#Permaculture Prevents Need for Toxic Pesticides. There's No Need for #GMOs with Permaculture! https://t.co/qqhOzmKJu4,"['Permaculture', 'GMOs']",The Social Jukebox
99,J U S T U S,,obviously oblivious,False,2022-08-06 19:39:01+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
100,Catalina Cramer,,creator of summerrainesnaturals made from scratch organic palm free melt and pour soap bases and luxurious soap cakes cat lover no dms,False,2022-08-06 17:06:13+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
101,A Life Adjacent,"Vancouver, BC","A natural beauty & homemade skincare blog with a focus on creativity + non-toxic living. DIY beauty, DIY skincare, haircare, essential oils & more 🌿 #diybeauty",False,2022-08-06 16:40:34+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
102,Your Favorite Capricorn 😌🪐,I'm currently where I'm at,Mama 💞 • Your favorite Auntie 👑 • #30+ • My life mattered long before it became a trend ✊🏿✊🏾✊🏽,False,2022-08-06 16:15:41+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
103,L NUMERO,London ENTREPRENEUR,IG @Lloyd2LsRichie,False,2022-08-06 12:20:18+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
104,MAX MEDIEVAL rezidencia Moskva,Telegram: @Maxmedieval,"ANCIENT#ULSTER#EURO-TRASH
Смерть всем шпионам",False,2022-08-06 12:09:22+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
105,Unk,,,False,2022-08-06 11:48:10+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
106,LE Palms Vertical Farming Startup #PalmForest,"Leipzig, Germany","Leipzig Palmen / LE Palms projects for palms, endangered tree species, forests,.. #Artenrettung #Artenschutz #Bodenschutz #DRR #Klimaschutz #Research",False,2022-08-06 11:41:14+00:00,"RT @OrganicLiveFood: A nation that destroys its soils destroys itself: https://t.co/Si6FJKzH7w How #GMOs destroy life, soil and your gut #p…",['GMOs'],Twitter Web App
107,Amy,"Covington, GA","I Love Anime, Food,",False,2022-08-06 11:22:39+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
108,Old Woman on a Mountain - Eastern KY,"Eastern Kentucky, USA","Liberal in a Red Commonwealth. Lone voice in the Wilderness. Sorry, but living in E-KY is like living on an Indian reservation w/o Sovereignty. #UBI #GoUnion",False,2022-08-06 11:06:30+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
109,MOHAMMAD JAUDAT AZIZ,,,False,2022-08-06 10:46:29+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
110,Rae,,,False,2022-08-06 10:27:26+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
111,Nicculas,,Nicculas,False,2022-08-06 10:24:16+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
112,Free56,,,False,2022-08-06 10:07:11+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
113,Cat,,Just watching the whirled go by,False,2022-08-06 09:55:24+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPad
114,DjDOLLARSIGN O1,"Nairobi, Kenya","Music 🎶is a moral law,without it life would be a mistake 💯",False,2022-08-06 09:40:01+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
115,Laura cheeto,Birmingham,Frito bandito,False,2022-08-06 09:38:39+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
116,BippetyBoppetyBooCleaning,"Buffalo, NY",House Cleaning Service Buffalo NY,False,2022-08-06 08:37:41+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
117,Sat,,,False,2022-08-06 08:12:16+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
118,شيق عبدالرحمن,,,False,2022-08-06 08:04:21+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
119,Ms. Greenville,,,False,2022-08-06 07:44:42+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
120,꧁ঔৣ𝕶𝖆𝖎𝖑𝖊𝖊ঔৣ꧂,♌︎ ♊︎ ♎︎ || ♋︎ ♉︎ ♍︎ ,ॐ • 20 • 🎞🪄🫧🌱,False,2022-08-06 07:32:54+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
121,Alexis jacks Blacksheep,"England, United Kingdom","Hi to all of you, who love life.",False,2022-08-06 07:21:49+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
122,😎DXD😎,,CAA ACC,False,2022-08-06 07:16:10+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
123,Yuvrajsinh Chudasama (UV)💫,,"Human beings are not the only ones with the rights on earth!....(YUVRAJSINH). True wealth we all share is only nature!!Nature,animal lover. I love being vegan.",False,2022-08-06 06:59:03+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
124,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-06 06:46:21+00:00,"Another Reason to Avoid #GMOs:
Bacillus Thuringiensis Cry1Ac Protoxin is a Potent Systemic &amp; Mucosal Adjuvant: https://t.co/VRuviBClZC #PubMed",['GMOs'],The Social Jukebox
125,Leonard Lloyd,WORLDWIDE LYON VENICE HAWAII,TEXAN FATHER INTERNATIONAL NEGOTIATOR FACILITATING RESEARCH FOR ADVANCE STRATEGIES & CYBER SECURITY 105 COUNTRIES NAVY VET FUTURIST AI CONSULTANT,False,2022-08-06 06:19:34+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
126,Keith Jones,,,False,2022-08-06 05:37:51+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
127,T Ⓥ,"Chalmette, LA","Irish, sicilian, portuguese, native American/Seneca/mary J, german, french",False,2022-08-06 05:35:36+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
128,Armand R,,Art! Art!Art!🤖😺🤓🦾🌻🌈🎵🎶🎤🎧👾,False,2022-08-06 05:25:59+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
129,#waterislifeiswater# ~ elisi nuh'ya,* many rocks to stand on,"nokomis megwen ~wolf clan~ @ salish sea
rock veterans ptsd resource & advocacy
never retired because it is PTSD",False,2022-08-06 05:20:10+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
130,I'm ♓ ObvbnKDeAndre 🌊 Talk To Me People,United States,"Globe🌐Trotting 🎖ATL 
GEN Xer ObvbnKDeAndre love  🥰 Sapiosexual Intelligent Mindsets🧠EveryoneMatter ⬇️ ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️",False,2022-08-06 05:05:07+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
131,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-06 05:03:33+00:00,"How Does #Permaculture Prevent Pests? How is Permaculture Pesticide-Free?
no #GMOs https://t.co/zu12ylojLj","['Permaculture', 'GMOs']",The Social Jukebox
132,Coldiron Organics,,We are an organic horticultural organisation specialising in fresh organic produce. Hook up with us for your fresh organic vegetables,False,2022-08-06 05:02:33+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
133,Andrew B,,,False,2022-08-06 04:35:35+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
134,QasimAliWaraich,Somewhere Around The World.,"Stay blessed.
Environmentalist.",False,2022-08-06 04:23:50+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
135,Sundea for Democracy 🇺🇸,"Arkansas, USA",Democracy first! 💉💉💉#BidenHarris #neverTrump #Resist #BLM #LGBTQ+ #voteblue2022 🌊 🌊 🌊 #ClimateChangeIsReal,False,2022-08-06 04:18:44+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
136,ViceroyTroy,A Triangle ,No easy button,False,2022-08-06 04:14:10+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
137,Ganesh Velu,"Kuala Lumpur City, Kuala Lumpu",Personality,False,2022-08-06 04:11:03+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
138,deborahh🌎💗 marie #Extinction Is Forever,Antarctica,IF WE ALL WORK TOGETHER WE CAN SAVE EARTH AND LIFE AS WE KNOW #ClimateChange #ExtinctionIsForever #CleanPowerPlan #Earth #KeepItInTheGround #CleanEnergy 🌎💞🌎,False,2022-08-06 03:59:48+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
139,michele,,"like to read, garden,I like  jazz.freethinker, vegetarian and I love who I am.There's no greater joy than spending time with yourself,Relax, Unwind & Rejuvenate",False,2022-08-06 03:59:14+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
140,Marijana Hagi,,"Links, likes and retweets aren't endorsements. 
A like or retweet doesn’t mean I agree or disagree, only that I find it interesting.",False,2022-08-06 03:55:27+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
141,Vilmapooh,"Puerto Rico, CT, USA","Amo la vida y dar lo mejor de mí. El Señor es mi pastor y nada me faltará, Salmo 23. Dar Retweet no necesariamente significa un endoso o este de acuerdo.",False,2022-08-06 03:51:04+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
